Nazwisko aktualne,Liczba
MULARZUK,88
MUŚNICKA,88
MYŚLEWSKA,88
NAGIEWICZ,88
NASTAŁ,88
NEJ,88
NERS,88
NIESTRAWSKA,88
NITNER,88
NITSCH,88
NOCON,88
NOGAŚ,88
OBSTÓJ,88
OCHĘDOWSKA,88
OGÓR,88
OKRENT,88
OLSZANICKA,88
OLSZANIECKA,88
OŁPIŃSKA,88
ORDYŃSKA,88
OSESEK,88
PACHOLEWICZ,88
PACLER,88
PAŁUCZAK,88
PASIECZYŃSKA,88
PASZEL,88
PATAŁUCH,88
PAULI,88
PERENDYK,88
PETEJA,88
PIECIUKIEWICZ,88
PIECZYSKA,88
PIENIĄŻKIEWICZ,88
PIESZYŃSKA,88
PISKLAK,88
PISZCZAŁA,88
PODYMSKA,88
POMYKOŁ,88
POPE,88
POWIRSKA,88
PRELEWICZ,88
PRZECZEK,88
PUZANOWSKA,88
PYRKO,88
PYSERA,88
PYTELEWSKA,88
RABICKA,88
RANECKA,88
RASMUSSEN,88
REMER,88
ROMASZKIEWICZ,88
RÓŻECKA,88
RUC,88
RUNKOWSKA,88
RUTYNOWSKA,88
RYCZAJ,88
RYMON LIPIŃSKA,88
RZESZEWICZ,88
RZETECKA,88
RŻANA,88
SANAKIEWICZ,88
SEKUTOWSKA,88
SELEROWICZ,88
SELIWIAK,88
SEMAN,88
SEMPER,88
SHYMANSKA,88
SKALIMOWSKA,88
SKAŁKOWSKA,88
SKOŁUCKA,88
SKONIECZKO,88
SKÓRKOWSKA,88
SKRZATEK,88
SŁONIECKA,88
SOBIEPAN,88
SPADEK,88
SREBRNA,88
STOCHLIŃSKA,88
STUŁKA,88
SUDEK,88
SUŁAWA,88
SUMOWSKA,88
SZAFRANOWICZ,88
SZCZYBYŁO,88
SZNAZA,88
SZOTROWSKA,88
SZPIEGA,88
SZTABNIK,88
SZTANKA,88
SZTRAJT,88
SZUKOWSKA,88
SZUKSZTUL,88
SZULGO,88
SZUŁAKIEWICZ,88
SZUMNARSKA,88
SZYMEK,88
ŚLAK,88
ŚLEDZIANOWSKA,88
ŚPIECHOWICZ,88
ŚWIENTY,88
TAN,88
TEICHMAN,88
TEKIELSKA,88
TYBEL,88
TYMURA,88
UFNOWSKA,88
VASHCHUK,88
VASYLEVSKA,88
VORONINA,88
VOZNIAK,88
WARCIAK,88
WASILEWSKI,88
WASIURA,88
WECHTEROWICZ,88
WENUS,88
WERBEL,88
WESSERLING,88
WIEDEŃSKA,88
WIELOSZYŃSKA,88
WINCENCIK,88
WINCEWICZ,88
WIRKIJOWSKA,88
WROMBEL,88
WRZAL,88
WRZECIONOWSKA,88
WRZODEK,88
WYCIŚLAK,88
YANCHUK,88
ZABRANIAK,88
ZASZEWSKA,88
ZAWIŁOWICZ,88
ZBORAŁA,88
ZIAJKO,88
ZIENTKIEWICZ,88
ZŁONKIEWICZ,88
ŻEŁOBOWSKA,88
ŻEROMIŃSKA,88
ŻĘGOTA,88
ŻRAŁKA,88
ŻUCHEWICZ,88
ABLEWICZ,87
AFFELDT,87
ANDERSKA,87
ARCHICIŃSKA,87
BAŁDYKA,87
BANDZEREWICZ,87
BANET,87
BARTWICKA,87
BELKE,87
BENDLEWSKA,87
BERING,87
BETLER,87
BEZAT,87
BIESZCZ,87
BIŃKA,87
BŁĘDEK,87
BŁOTNIAK,87
BOHUSZEWICZ,87
BOLEWICKA,87
BONCZAR,87
BONDZIUL,87
BOROVSKA,87
BRUC,87
BRUNNER,87
BRZANK,87
BULEWICZ,87
CHACHOWSKA,87
CHMUR,87
CHROŁ,87
CHRÓL,87
CHRUSZCZYŃSKA,87
CHRYPLEWICZ,87
CHWAJOŁ,87
CICHOŃCZYK,87
CIERPISZEWSKA,87
CIOSKA,87
CIOZDA,87
CIUPKE,87
CYPLIK,87
CZUBAN,87
DANYLENKO,87
DECZKOWSKA,87
DEJER,87
DEMBY,87
DINTER,87
DOMIERACKA,87
DORCZ,87
DROPIA,87
DRYMEL,87
DRYTKIEWICZ,87
DUBLAŃSKA,87
DUŁA,87
DURANC,87
DYLON,87
DZIĘDZIOŁ,87
DZIWIK,87
DZIŻA,87
ELSTER,87
FEDORKO,87
FELIŚ,87
FIDOWICZ,87
FIEDOSIUK,87
FIEDUREK,87
FIŁON,87
FOGLER,87
FULKO,87
GABRYJELSKA,87
GALLER,87
GAŁASZKIEWICZ,87
GANKOWSKA,87
GANOWICZ,87
GARDYAN,87
GATNIEJEWSKA,87
GAWDZIŃSKA,87
GAZUR,87
GEDOWSKA,87
GELO,87
GENEROWICZ,87
GIEREMEK,87
GMYS,87
GNIŁA,87
GOLJAT,87
GORYCA,87
GORZOCH,87
GRANICKA,87
GREGORSKA,87
GRELIŃSKA,87
GRYNIUK,87
GRZECHCA,87
GRZEŚKA,87
GUTORSKA,87
GZYRA,87
HACHAJ,87
HACHULSKA,87
HAGEN,87
HAJMAN,87
HARDY,87
HĄCIA,87
HEKIERT,87
HERBERT,87
HILGER,87
HILIŃSKA,87
HOMENIUK,87
HOSANIAK,87
HUMBLA,87
HUMIN,87
HURYŃ,87
JAKIMA,87
JAŁOSZEWSKA,87
JAMROWSKA,87
JANICZ,87
JĄDRZYK,87
JENDRUSZEWSKA,87
JENDRYCZKO,87
JENKNER,87
JEWTUCH,87
JIANG,87
JOSCHKO,87
JUCEWICZ,87
KACZARA,87
KAMIONEK,87
KARGÓL,87
KAZAŃSKA,87
KITAJEWSKA,87
KLANK,87
KLINIKOWSKA,87
KNYZIAK,87
KOEHLER,87
KOLANOŚ,87
KOLEŃSKA,87
KOLIBABSKA,87
KOPP OSTROWSKA,87
KORENIK,87
KOSTULSKA,87
KOSZCZYŃSKA,87
KOŚCIKIEWICZ,87
KOWALKE,87
KRALEWSKA,87
KRECHOWICZ,87
KREMZER,87
KRONKOWSKA,87
KROPIOWSKA,87
KRUSZ,87
KRYTA,87
KRZEMYK,87
KRZYŻELEWSKA,87
KSIĘŻYC,87
KUBINEK,87
KUCZKOWICZ,87
KUFLIŃSKA,87
KULINSKA,87
KURCZEK,87
KURPASKA,87
KUTZMANN,87
LACHNIK,87
LASKOWICZ,87
LAZARENKO,87
LEBIOCKA,87
LISECKA,87
LITEWNICKA,87
LURZYŃSKA,87
ŁAKSA,87
ŁUCEWICZ,87
ŁUKAWIECKA,87
MA,87
MACHYŃSKA,87
MACIURA,87
MALICZOWSKA,87
MAŁYNIAK,87
MARQUARDT,87
MARUS,87
MARUSZA,87
MASSEL,87
MASTER,87
MAZAŃSKA,87
MAZELLA,87
MEROŃ,87
MĘDAK,87
MĘDZIAK,87
MICZUGA,87
MIJAŁ,87
MIKSZTAL,87
MILISZKIEWICZ,87
MINCZEWSKA,87
MORZYWOŁEK,87
MOSOR,87
MUNTOWSKA,87
NADKAŃSKA,87
NADYBSKA,87
NARBUTT,87
NASIŃSKA,87
NEROWSKA,87
NESTERAK,87
NIECZYPOR,87
NIEMASIK,87
NIERYCHŁA,87
NIESŁAŃCZYK,87
NIKLASZ,87
NOSTER,87
NOWOSŁAWSKA,87
OBIERAK,87
OHIRKO,87
OKLEJEWICZ,87
OLESZYCKA,87
OLESZYŃSKA,87
OLKUŚNIK,87
OLSZANKA,87
OLSZTYN,87
OŁOTA,87
OWSIAN,87
PALAR,87
PALOC,87
PAPLICKA,87
PASZKI,87
PAWLISZKO,87
PECUCH,87
PETKOWICZ,87
PILŻYS,87
PITNER,87
PLATO,87
POBIKROWSKA,87
PODREZ,87
POGORZAŁY,87
POLISZAK,87
POŁUBOK,87
POMIECZYŃSKA,87
POSTĘPSKA,87
POTAŚNIK,87
POTĘPSKA,87
PRĘDOTKA,87
PUKOWSKA,87
PURCELEWSKA,87
REDZIŃSKA,87
RĘDASZKA,87
ROMANIEWICZ,87
ROZMYŚLAK,87
RYŻYK,87
SADAWA,87
SADYŚ,87
SAMKO,87
SAVENKO,87
SEJNOWSKA,87
SEKRET,87
SELIN,87
SĘCZEK,87
SKWARZEC,87
SŁADKIEWICZ,87
SŁODKOWICZ,87
SŁYŻ,87
SMĘDRA,87
SOBACKA,87
SOBIERAJEWICZ,87
SONSALA,87
SOZONIUK,87
SPASIUK,87
STEĆKO,87
STRAKOWSKA,87
STREMLAU,87
STRUCZEWSKA,87
SUDOWSKA,87
SUPA,87
SUTY,87
SZACIK,87
SZARLA,87
SZCZUPACKA,87
SZCZUPACZYŃSKA,87
SZCZYKOWSKA,87
SZCZYPEL,87
SZLEZAK,87
SZMUDZIŃSKA,87
SZROEDER,87
SZTAJERWALD,87
SZTYBOR,87
SZYCZEWSKA,87
ŚLUBORSKA,87
ŚWIERDZA,87
ŚWISULSKA,87
TEISTER,87
TRAWNIK,87
TREJDEROWSKA,87
UJEK,87
USTYMOWICZ,87
USZYCKA,87
WACYK,87
WAŁĘZA,87
WAWRZONOWSKA,87
WDOWIARSKA,87
WERBOWA,87
WEREMIJEWICZ,87
WIEREMIEJCZYK,87
WILKIEL,87
WILLMA,87
WITTMANN,87
WOŻYŃSKA,87
WYPYSZEWSKA,87
WYRWIAK,87
WYSOCKI,87
WYWRÓT,87
ZABŁOŃSKA,87
ZABOR,87
ZAJONZ,87
ZARAZA,87
ZAROTYŃSKA,87
ZASACKA,87
ZATAJ,87
ZBOŻEŃ,87
ZDUNIEWICZ,87
ZGRYŹNIAK,87
ZIEMACKA,87
ZIEMCZONEK,87
ZIENTALAK,87
ZIĘBIEC,87
ZYGARŁOWSKA,87
ZYZEK,87
ŻYWALEWSKA,87
ACHREM,86
ADAMIECKA,86
ADRIANOWSKA,86
ALAGIERSKA,86
APOSTOLSKA,86
ATRASZKIEWICZ,86
AWIŻEŃ,86
BAGIER,86
BAŁAJ,86
BIELENICA,86
BLOCHEL,86
BOBRZAK,86
BOCZKAJA,86
BODNIAK,86
BOKUN,86
BRAM,86
BRYMERSKA,86
BUCHER,86
BULANOWSKA,86
BUŁACIŃSKA,86
BURNÓG,86
BURSZEWSKA,86
BUZIEWICZ,86
BYTOM,86
CELLER,86
CEP,86
CHABIK,86
CHOLAJDA,86
CHROŃ,86
CHWACIŃSKA,86
CHWOJKO,86
CIELNIASZEK,86
CIEŃ,86
CIUŚNIAK,86
CZERWONKO,86
CZURCZAK,86
CZYKIEL,86
DAHL,86
DANILOVA,86
DAO,86
DEPUT,86
DOBROSIŃSKA,86
DODOT,86
DONCER,86
DORF,86
DOSTAL,86
DRATKIEWICZ,86
DRESSLER,86
DRYPS,86
DRZASTWA,86
DUBIELSKA,86
DUCHNICKA,86
DURNIAT,86
DYRDAŁ,86
DZIOBOŃ,86
ELIŃSKA,86
ERTMAŃSKA,86
FEDDER,86
FEDOTOVA,86
FIGLON,86
FONDERSKA,86
FRENKIEL,86
FULAR,86
GACUTA,86
GAJEWY,86
GAJOWIK,86
GALACKA,86
GALARY,86
GARBACIOK,86
GIDZIELA,86
GLACEL,86
GLICH,86
GŁAZEK,86
GONISZEWSKA,86
GORCZAKOWSKA,86
GOSZCZYK,86
GROMAN,86
GRUSS,86
GRYCEL,86
GRZYL,86
GUBIEC,86
GURGA,86
GUZIEJEWSKA,86
GUŻDA,86
HADZIŃSKA,86
HALAMODA,86
HANF,86
HAWRYŚ,86
HEC,86
HILLE,86
HOINCA,86
HOLEWIŃSKA,86
HOŃCA,86
HORBANOWICZ,86
HU,86
HUMERSKA,86
HYBNER,86
JABŁOŃSKI,86
JACOLIK,86
JAGŁO,86
JAŃTA,86
JARMOSZEWICZ,86
JARMOSZUK,86
JARZĘBOWICZ,86
JASIACZYK,86
JASZYK,86
JÓZWOWICZ,86
KABAJA,86
KADAMUS,86
KANISZEWSKA,86
KAS,86
KASPROLEWICZ,86
KAYSER,86
KĄPIELSKA,86
KEPLIN,86
KHOMA,86
KIRYŁA,86
KLATKOWSKA,86
KLIMIŃSKA,86
KLOSS,86
KLUPSZ,86
KŁUDKOWSKA,86
KOCOWSKA,86
KOCZBERSKA,86
KOPCZACKA,86
KORDUŁA,86
KOROWAJCZYK,86
KORPYŚ,86
KOSTETSKA,86
KOSUBEK,86
KOSZKUL,86
KOŚLICKA,86
KRAŻEWSKA,86
KROWIARZ,86
KRZYMYK,86
KUJAT,86
KULIKOVA,86
KUMANOWSKA,86
KUMOSZ,86
KURZAJCZYK,86
LANDSBERG,86
LANGRZYK,86
LEJNERT,86
LEKARCZYK,86
LEONARD,86
LISKE,86
LORCZYK,86
ŁABUDEK,86
ŁAJTAR,86
ŁANCZKOWSKA,86
ŁAPCZUK,86
ŁOBIŃSKA,86
ŁOMAKO,86
MACIEJASZEK,86
MALICZAK,86
MALOTA,86
MARYSZCZAK,86
MASIEJCZYK,86
MATACHOWSKA,86
MATUG,86
MEGA,86
MELOCH,86
MENDRYK,86
MIKUŁOWSKA,86
MIKUSZ,86
MODRANKA,86
MOHAMED,86
MONIAKOWSKA,86
MONIEWSKA,86
MOSZEK,86
MULLER,86
MURCZEK,86
MURRAY,86
MUSIELA,86
NAGOWSKA,86
NIEWADA,86
NIKOLAS,86
NYREK,86
OCETEK,86
ODELSKA,86
OKHRIMENKO,86
OLCHANOWSKA,86
OPALKO,86
ORENT,86
ORLAŃSKA,86
OSTANIEWICZ,86
OTOKA,86
OWŁASIUK,86
PADURSKA,86
PAŁUSZKA,86
PAWŁÓW,86
PAZDYGA,86
PERZAK,86
PEZACKA,86
PĘDRAS,86
PIETRYCKA,86
PIĘTOSA,86
PISARCZUK,86
PLESZKUN,86
PODSOBIŃSKA,86
POGRZEBSKA,86
POMPAŁA,86
POROLNICZAK,86
PORWOL,86
POSIAK,86
PROMNA,86
PUKAL,86
PULNIK,86
PUZEWICZ,86
PYSZKIEWICZ,86
RAUBA,86
REDUCH,86
REIMER,86
REMBIAŁKOWSKA,86
RENDASZKA,86
RENNER,86
ROBOTYCKA,86
ROGOŻYŃSKA,86
ROZWENS,86
RÓZIECKA,86
RUSICKA,86
RUSZAK,86
RYBOK,86
RYNIECKA,86
RYTERSKA,86
SACHARZEWSKA,86
SADULSKA,86
SAŁADAJCZYK,86
SELENTA,86
SIAŚKIEWICZ,86
SIEKIELSKA,86
SKRZELOWSKA,86
SLIWA,86
SMIATACZ,86
SMOLINSKA,86
SMUŻNIAK,86
SNAŻYK,86
SOBIESIEK,86
SOBIESIERSKA,86
SPICH,86
STANA,86
STENGERT,86
STROPA,86
STRUKOWSKA,86
STYGA,86
SUFCZYŃSKA,86
SUŁOWICZ,86
SZACHT,86
SZARSKA,86
SZCZOŁKO,86
SZKARADZIŃSKA,86
SZLĄSKIEWICZ,86
SZLUBOWSKA,86
SZMEJA,86
SZPYTMAN,86
SZTANDO,86
SZTANDUR,86
SZTUREMSKA,86
SZTYMA,86
SZUMEŁDA,86
SZUMLAKOWSKA,86
SZURAN,86
SZURYN,86
SZYCHUŁDA,86
SZYJER,86
ŚCIEPURA,86
ŚMIESZNIAK,86
ŚRODOWSKA,86
TOMKO,86
TORKOWSKA,86
TREFOŃ,86
TREPPA,86
TRYKSZA,86
TUDEREK,86
TYPROWICZ,86
TYŚKIEWICZ,86
UGOLIK,86
UNIŁOWSKA,86
URANOWSKA,86
WALOR,86
WARĘCKA,86
WAWRYKÓW,86
WESOŁKOWSKA,86
WĘCŁAWOWICZ,86
WIDECKA,86
WIESZCZYCKA,86
WINIEWICZ,86
WINOWICZ,86
WITTE,86
WODOK,86
WOLCZYK,86
WOLTMAN,86
WOSEK,86
WOSIEWICZ,86
WURSZT,86
WYPCHLAK,86
YAKOVLEVA,86
YURCHUK,86
ZABŁOTOWICZ,86
ZAPARUCHA,86
ZAPERTA,86
ZASAŃSKA,86
ZELIAŚ,86
ZGRYZA,86
ZIELICHOWSKA,86
ZIEMER,86
ZIOŁECKA,86
ZRĄBKOWSKA,86
ZROŚLAK,86
ZUŻEWICZ,86
ZYGMA,86
ŻUBERT,86
AFTEWICZ,85
ALIEKSIEIEVA,85
ANASZEWSKA,85
ANUSZ,85
BABAŃCZYK,85
BACIAK,85
BAŃCEREK,85
BASZCZUK,85
BELDA,85
BEŁDZIŃSKA,85
BENNETT,85
BERDZIŃSKA,85
BERGOLC,85
BERNERT,85
BIEDZIŃSKA,85
BOBRAS,85
BODZIANOWSKA,85
BOGOBOWICZ,85
BORODACZ,85
BORYŃSKA,85
BORYSIONEK,85
BOŻAŁEK,85
BRUŹ,85
BRZYCHCZY,85
BUCYK,85
BUŁACH,85
CHACIEWICZ,85
CHACUŚ,85
CHAJNOWSKA,85
CHMIELINA,85
CHOCHLA,85
CHRUT,85
CIELEWICZ,85
COZAC,85
CYRULSKA,85
CZERKOWSKA,85
CZOPIŃSKA,85
CZPAK,85
ĆMOCH,85
DANIUK,85
DEFRATYKA,85
DELINOWSKA,85
DEMIANENKO,85
DOROSZCZYK,85
DRASZCZYK,85
DRYLL,85
DYKCIK,85
DZBAŃSKA,85
DZIATKOWIAK,85
DZIEKIEWICZ,85
DŻUS,85
EISLER,85
FIERKE,85
FILARECKA,85
FISIOR,85
FLAKOWICZ,85
FLESZER,85
FRANCIKOWSKA,85
FURTAS,85
FURTOK,85
FYK,85
GALINSKA,85
GDESZ,85
GIDEK,85
GIERBA,85
GIEREŚ,85
GILLMEISTER,85
GŁĄBIAK,85
GŁÓW,85
GOŁĘBIAK,85
GONKIEWICZ,85
GÓRNIOCZEK,85
GRABIAK,85
GRAMEK,85
GRANACKA,85
GROMCZYK,85
GRUDZIĄŻ,85
GUŹLECKA,85
HABEREK,85
HAJDRYCH,85
HAJDUL,85
HAJNAS,85
HALIŻAK,85
HARRISON,85
HAWRYSZ,85
HAZNAR,85
HAZY,85
HEĆKO,85
HERCKA,85
HERISZ,85
HIBSZER,85
HOŁOJUCH,85
HORNY,85
HRABSKA,85
HUBALA,85
HUKIEWICZ,85
HUNDT,85
HUSZALUK,85
IGLICKA,85
IWASZCZYSZYN,85
JACHTOMA,85
JASSA,85
JEŁOWICKA,85
JURAŁOWICZ,85
KALAFARSKA,85
KAMSKA,85
KASZTAN,85
KICEK,85
KIDZIŃSKA,85
KITOWICZ,85
KLECHOWSKA,85
KLEJNOT,85
KLISZCZAK,85
KOJZAR,85
KOMONIEWSKA,85
KONKIEWICZ,85
KOPICZYŃSKA,85
KOSIELA,85
KOSTIV,85
KOTOVA,85
KOZŁOW,85
KRAJCZOK,85
KRENT,85
KROPP,85
KRYVENKO,85
KRYZHANIVSKA,85
KUBACZ,85
KUPREL,85
KURSTAK,85
KURYLONEK,85
KWIATOSIŃSKA,85
KWOSEK,85
LAKSY,85
LALKO,85
LANCMAN,85
LEGUMINA,85
LEJDA,85
LELLEK,85
LESZAK,85
LIPCZEWSKA,85
LIPISZKO,85
LOLL,85
LORCZAK,85
LUBERACKA,85
ŁAZUK,85
ŁUBIEŃSKA,85
ŁUPACZEWSKA,85
ŁYDKOWSKA,85
ŁYGOŃSKA,85
MAGROWSKA,85
MAŁODOBRY,85
MARTOWSKA,85
MASIAKOWSKA,85
MATVIEIEVA,85
MAZIARCZUK,85
MECKIER,85
MEGIER,85
MELCHIOR,85
MIGASZEWSKA,85
MIHAYLOVA,85
MILCAREK,85
MISINA,85
MISZKER,85
MIŚNIAKIEWICZ,85
MITTELSTAEDT,85
MLYCZYŃSKA,85
MORGIEWICZ,85
MORHUN,85
MOSKOWICZ,85
MURZYDŁO,85
MUSTAFA,85
MUSTER,85
MYLER,85
NAPIÓRSKA,85
NASKRĘTSKA,85
NAUMIEC,85
NAWŁATYNA,85
NEUDEK,85
NIESZCZERZEWSKA,85
NIKOLAICHUK,85
NISZCZOTA,85
OKULOWSKA,85
OLENIAK,85
OLJASZ,85
OLSIŃSKA,85
ORNAFA,85
OSADZIŃSKA,85
OŚCIAK,85
OTOLA,85
OWORUSZKO,85
PACHNIEWICZ,85
PALIKOWSKA,85
PARLICKA,85
PARTYGA,85
PASELA,85
PATRZYLAS,85
PAZURKIEWICZ,85
PCHEŁKA,85
PERDON,85
PETKE,85
PICHNIARCZYK,85
PIELES,85
PIEPKE,85
PIEROŻYŃSKA,85
PIETRUCZAK,85
PIETRUSKA,85
PIETRYCH,85
PIĘTKO,85
PIGŁA,85
PILACZYŃSKA,85
PISOWACKA,85
PŁATOSZ,85
PODGÓRCZYK,85
PODKULSKA,85
POLEWKO,85
POTASZNIK,85
POTEMSKA,85
POTWARDOWSKA,85
PRACHNIAK,85
PRZEDBORSKA,85
PRZYKŁOTA,85
PRZYWAŁA,85
PRZYWARSKA,85
PUPECKA,85
PYCIOR,85
RASZPLA,85
REKŚĆ,85
RINGEL,85
ROSENTHAL,85
ROŻYNEK,85
RYBANDT,85
RYSZTAK,85
RYŹLAK,85
RYŻKA,85
SADOVSKA,85
SADRAK,85
SAPICH,85
SAPRYK,85
SARAPUK,85
SAULEWICZ,85
SĄDKIEWICZ,85
SCHICK,85
SELA,85
SĘKARA,85
SIBILAK,85
SIPTA,85
SKABARA,85
SKNADAJ,85
SKOCZEWSKA,85
SKORŁUTOWSKA,85
SKOŚKIEWICZ,85
SKRZYPOŃ,85
SOCZEWICA,85
SOLTYS,85
SONG,85
SOPYŁO,85
SOSNOWA,85
SPASÓWKA,85
SPIGIEL,85
SPŁOCHARSKA,85
STACHAŃSKA,85
STACKIEWICZ,85
STARECKA,85
STASIECKA,85
STRZEMIECKA,85
STYSZYŃSKA,85
SUDENIS,85
SZADA-BORZYSZKOWSKA,85
SZCZERBANIEWICZ,85
SZCZESZAK,85
SZKUDLARCZYK,85
SZLACHTOWSKA,85
SZMAGARA,85
SZPOPER,85
SZUWART,85
ŚCIGOCKA,85
ŚCIŚLICKA,85
ŚWIECIŃSKA,85
ŚWIĘĆKOWSKA,85
TABACKA,85
TABĘDZKA,85
TACKA,85
TADEUSZAK,85
TARADAJ,85
TAŹBIERSKA,85
TAŹBIREK,85
TECMER,85
TESZKA,85
TĘSNA,85
THIELMANN,85
TOLKSDORF,85
TROIAN,85
TURCHYN,85
UGORNA,85
UMER,85
UMLAUF,85
USHAKOVA,85
VARGA,85
VASILEVA,85
WAJDOWICZ,85
WALERIAN,85
WALIJEWSKA,85
WANKOWSKA,85
WARZYSZYŃSKA,85
WASEŃCZUK,85
WASILEW,85
WASZKIELEWICZ,85
WAŚKÓW,85
WAWRYNOWICZ,85
WEIGT,85
WEINTRITT,85
WENEK,85
WIDOK,85
WIESZALA,85
WILECZEK,85
WILTOS,85
WILUK,85
WITASEK,85
WOCIÓR,85
WOJCIESZYK,85
WOJTUŁA,85
WRZECIONKO,85
WUDEL,85
WYLĘGA,85
WYSTYRK,85
ZABIELNA,85
ZACZENIUK,85
ZAKURZEWSKA,85
ZBROJKIEWICZ,85
ZDZUJ,85
ZEHNER,85
ZIAJSKA,85
ZIUŁKOWSKA,85
ZYKUBEK,85
ŻOLIŃSKA,85
ŻYTNIAK,85
AFELT,84
AHMAD,84
AKUS,84
ARLT,84
ARMADA,84
BABKA,84
BACHRYJ,84
BAJODEK,84
BALURA,84
BANDEL,84
BANDOCH,84
BARBURSKA,84
BARTLEWICZ,84
BARTUNEK,84
BAWARSKA,84
BĄCHOR,84
BERNATOWSKA,84
BERTRAM,84
BINCZAK,84
BIODROWICZ,84
BIZACKA,84
BLACHLIŃSKA,84
BRUZIK,84
BUBIEC,84
BUBIEŃCZYK,84
BUKATO,84
BUKIEL,84
BULDA,84
BULOWSKA,84
BUŁAS,84
BUŁATEK,84
BURMAN,84
CEPIŃSKA,84
CĘDROWSKA,84
CHARCZYŃSKA,84
CHILARSKA,84
CHOMAŃSKA,84
CHORĄZIAK,84
CHOROSZEWICZ,84
CHRZEŚCIJANEK,84
CHRZĘŚCIEWSKA,84
CIOPIŃSKA,84
CYPROWSKA,84
CYRANA,84
CZEPUKOJĆ,84
CZOŁOWSKA,84
DAMSZEL,84
DAWIDZKA,84
DEPCIK,84
DERESIEWICZ,84
DOMAGALIK,84
DOROCH,84
DROZDZOWSKA,84
DUCZYMIŃSKA,84
DUNAJCZAN,84
DWUŻNIK,84
DYNIAK,84
DZBANUSZEK,84
DZIACKO,84
DZIURKIEWICZ,84
DZWOŃCZYK,84
FILIPPOVA,84
FIODOR,84
FUCZKO,84
FUŚNIK,84
GALCZEWSKA,84
GANDYRA,84
GIMEL,84
GIZIEWSKA,84
GLIGA,84
GLINKO,84
GŁADOCH,84
GOJOWY,84
GONDA,84
GORZECHOWSKA,84
GÓREWICZ,84
GRAPA,84
GRĄDZIELEWSKA,84
GRONDKOWSKA,84
GRUBICKA,84
GURA,84
GUSTOF,84
HALBINIAK,84
HAŁUSZKO,84
HAŚKO,84
HELAND,84
HERDUŚ,84
HERMASZ,84
HERNET,84
HERON,84
HONKOWICZ,84
HORBACH,84
HORDIICHUK,84
HUBIAK,84
HYPTA,84
IMBIORSKA,84
JACUNIAK,84
JAGUSIŃSKA,84
JANCZYN,84
JASNA,84
JASTAK,84
JASYK,84
JECHALIK,84
JENDRYCA,84
JUROCHNIK,84
JUZOŃ,84
KAFAROWSKA,84
KAGANEK,84
KALABIS,84
KALAMUS,84
KALECKA,84
KAMEDULSKA,84
KAMPIK,84
KARNIEWSKA,84
KARNÓWKA,84
KAWERSKA,84
KENDYŚ,84
KEŃSKA,84
KICAK,84
KIĆ,84
KIELISZAK,84
KIELUSIAK,84
KILIMNIK,84
KLAPIŃSKA,84
KLEJMENT,84
KLUSA,84
KLYM,84
KŁOKOWSKA,84
KNYCHALSKA,84
KOCHOŃ,84
KORBAŚ,84
KORCZEK,84
KORPAN,84
KOSTRZEBA,84
KOWINA,84
KRAWCZONEK,84
KRUPKO,84
KRYG,84
KRYTOWSKA,84
KRZESŁOWSKA,84
KRZYSTOŃ,84
KUBEJKO,84
KUBIELA,84
KUBRYŃ,84
KUCIEWICZ,84
KUDRYS,84
KURANOWSKA,84
KUSIEK,84
KWIATOS,84
KWIECISZEWSKA,84
KYSIL,84
LAURENTOWSKA,84
LĘGAS,84
LIEBER,84
LIER,84
LITWIEJKO,84
LIZOŃCZYK,84
LOBODA,84
LORA,84
LORYŃSKA,84
LUCH,84
ŁĘTKOWSKA,84
ŁOMŻYŃSKA,84
ŁOSINIECKA,84
ŁOSZAK,84
ŁUCZEJKO,84
MACKOJĆ,84
MADAJSKA,84
MADURSKA,84
MALESZKO,84
MAMIAK,84
MARJANOWSKA,84
MAŚLERZ,84
MATALIŃSKA,84
MATAŁOWSKA,84
MATEJSKA,84
MAZALEWSKA,84
MELIŃSKA,84
MELNYKOVA,84
MERESIŃSKA,84
MĘCNAROWSKA,84
MĘDRZECKA,84
MICHAJLUK,84
MIŁADOWSKA,84
MITELA,84
MITROSZ,84
MRUCZKOWSKA,84
MUDRY,84
MULEWICZ,84
NADRAJKOWSKA,84
NAPARTY,84
NERING,84
NICKE,84
NIDZIŃSKA,84
NIEDOMAGAŁA,84
NIEMIRKA,84
NOAK,84
NYDZA,84
OCZKI,84
OGANIACZYK,84
OKON,84
OLEKSZA,84
OLENKOWICZ,84
OŁÓWKA,84
ONUSZKO,84
OPIATOWSKA,84
OPŁATKOWSKA,84
OSMALA,84
OSZCZYPAŁA,84
PACHUŁA,84
PACOŃ,84
PALEC,84
PANASZ,84
PASZTELAN,84
PAZIAK,84
PERWEJNIS,84
PETKIEWICZ,84
PĘPIAK,84
PIERZAKOWSKA,84
PIETERA,84
PIETRUSZKO,84
PIETRYSZAK,84
PIETRZKOWSKA,84
PIŃCZAK,84
PISZCZAŁKOWSKA,84
PITTNER,84
PLEŃ,84
PŁONKOWSKA,84
PODKOWIK,84
POLITYŁO,84
POPLEWSKA,84
POSTAWKA,84
POSTURZYŃSKA,84
PRASAK,84
PRASS,84
PROSOWICZ,84
PRUC,84
PRUSZEWICZ,84
PRYMEK,84
PSHENYCHNA,84
PUKAJŁO,84
PUŚCION,84
PYZIOŁEK,84
RADACZ,84
RADCZYC,84
RANKE,84
